event_id,origin_time,qlat,qlon,qdep,qmag,qmagtype
11292761,2020-08-10 22:21:22.260,33.2595,-115.6855,5.13,1.45,Ml
11292764,2020-08-10 22:31:48.490,33.252833,-115.686333,2.48,1.62,Ml
11292765,2020-08-10 22:39:25.160,33.224499,-115.676834,6.29,1.87,Ml
11292768,2020-08-10 22:44:52.270,33.145167,-115.64,7.65,3.33,Ml
11292771,2020-08-10 22:55:34.480,33.1345,-115.631833,3.96,1.53,Ml
11292775,2020-08-10 23:04:15.360,33.141167,-115.6285,5.7,1.83,Ml
11292778,2020-08-10 23:10:33.100,33.2565,-115.695167,2.73,2.45,Ml
11292779,2020-08-10 23:12:47.760,33.260833,-115.69,2.74,2.07,Ml
11292781,2020-08-10 23:16:12.570,33.274,-115.68,2.19,2.2,Ml
11292782,2020-08-10 23:17:08.620,33.259833,-115.692,2.78,2.58,Ml
11292783,2020-08-10 23:18:43.500,33.147333,-115.633,7.61,2.59,Ml
11292784,2020-08-10 23:19:21.640,33.142,-115.635167,4.64,1.92,Ml
11292792,2020-08-10 23:34:45.370,33.2735,-115.6775,2.44,1.7,Ml
11292799,2020-08-10 23:48:23.530,33.260333,-115.679667,2.27,1.48,Ml
11292802,2020-08-10 23:56:10.530,33.253833,-115.696667,1.3,2.0,Ml
11292805,2020-08-11 00:04:30.620,33.149833,-115.632833,4.9,1.48,Ml
11292807,2020-08-10 21:25:45.230,33.260333,-115.656167,6.87,1.91,Ml
11292810,2020-08-11 00:20:01.380,33.259833,-115.681,1.85,1.44,Ml
11292907,2020-08-11 00:38:34.510,33.158,-115.638833,7.58,1.52,Ml
11293048,2020-08-11 01:27:43.070,33.2195,-115.691,2.02,1.94,Ml
11293051,2020-08-11 01:45:58.670,33.274,-115.694167,1.59,2.04,Ml
11293054,2020-08-11 01:53:09.620,33.266167,-115.687833,2.27,2.5,ML
11293065,2020-08-11 02:37:09.380,33.263833,-115.689167,2.18,1.73,Ml
11293071,2020-08-11 03:07:15.930,33.264667,-115.684833,2.52,1.99,Ml
11293073,2020-08-11 03:11:43.070,33.2725,-115.66,3.31,1.59,Ml
11293080,2020-08-11 03:28:43.590,33.278333,-115.680667,2.99,2.39,Ml
11293081,2020-08-11 03:32:11.280,33.2415,-115.687833,3.38,2.16,Ml
11293091,2020-08-11 04:19:01.970,33.2585,-115.686,3.58,1.6,Ml
11293125,2020-08-11 06:17:24.210,33.146167,-115.637333,5.64,1.44,Ml
11293132,2020-08-11 06:34:21.890,33.242333,-115.689167,2.98,2.26,Ml
11293143,2020-08-11 07:02:45.360,33.148667,-115.631667,5.91,1.73,Ml
11293151,2020-08-11 07:43:30.030,33.132833,-115.640833,5.67,1.45,Ml
11293189,2020-08-11 09:59:25.820,33.246167,-115.667,3.27,1.42,Ml
11293201,2020-08-11 10:41:58.570,33.255333,-115.672,1.69,1.4,Ml
11293211,2020-08-11 11:19:57.690,33.227167,-115.701833,3.16,3.55,Mw
11293235,2020-08-11 12:42:12.200,33.220667,-115.706333,3.0,2.21,Ml
11293253,2020-08-11 14:06:17.220,33.222667,-115.693167,1.91,1.67,Ml
11293257,2020-08-11 14:16:26.060,33.2275,-115.687333,2.82,1.62,Ml
11293261,2020-08-11 14:25:51.970,33.2275,-115.694167,3.11,2.03,Ml
11293264,2020-08-11 11:20:30.600,33.229167,-115.705167,2.94,2.73,Ml
11293290,2020-08-11 15:51:29.740,33.272667,-115.996,6.34,2.18,Ml
11293311,2020-08-10 22:55:35.270,33.1405,-115.632667,4.25,1.66,Ml
11293312,2020-08-10 16:32:07.250,33.2335,-115.686167,4.85,2.05,Ml
11293334,2020-08-10 17:24:24.020,33.230333,-115.6825,4.23,1.6,Ml
11293348,2020-08-11 18:31:35.870,33.012667,-116.019,4.36,1.61,Ml
11293351,2020-08-10 22:42:20.580,33.277167,-115.664,6.28,1.58,Ml
11293354,2020-08-10 17:35:26.940,33.27,-115.6665,2.91,2.05,Ml
11293376,2020-08-10 18:47:03.910,33.266167,-115.681167,2.68,2.16,Ml
11293392,2020-08-10 19:06:50.590,33.267667,-115.687167,3.76,1.77,Ml
11293398,2020-08-11 21:07:38.910,33.237333,-115.686,5.56,1.51,Ml
11293405,2020-08-11 17:29:51.940,33.149833,-115.640333,6.08,1.4,Ml
11293412,2020-08-10 19:34:12.690,33.265167,-115.681,3.12,1.58,Ml
11293422,2020-08-11 22:12:06.620,33.246,-115.666167,3.43,1.94,Ml
11293436,2020-08-10 19:36:02.930,33.258,-115.6955,2.75,1.79,Ml
11293464,2020-08-12 00:18:20.620,33.052333,-115.5835,7.03,1.58,Ml
11293469,2020-08-12 00:32:02.450,33.052667,-115.5785,6.54,1.68,Ml
11293470,2020-08-12 00:32:40.650,33.055333,-115.5825,6.82,1.88,Ml
11293472,2020-08-12 00:33:51.350,33.052333,-115.584,6.98,1.47,Ml
11293475,2020-08-12 00:38:37.350,33.051333,-115.581333,6.41,1.99,Ml
11293477,2020-08-12 00:44:44.020,33.0505,-115.582333,7.8,1.99,Ml
11293544,2020-08-12 05:21:59.300,33.138833,-115.6235,8.33,1.63,Ml
11293546,2020-08-12 05:23:45.770,33.226667,-115.698333,3.2,2.16,Ml
11293574,2020-08-12 07:07:05.630,33.156333,-115.6415,6.82,1.55,Ml
11293575,2020-08-12 07:07:47.310,33.159667,-115.6395,7.43,1.64,Ml
11293616,2020-08-12 09:21:24.140,33.143167,-115.634167,7.36,1.75,Ml
11293647,2020-08-12 11:25:02.490,33.232833,-115.698833,3.47,1.55,Ml
11293877,2020-08-12 13:25:24.660,33.1495,-115.6355,7.09,1.61,Ml
11293917,2020-08-10 16:03:59.830,33.2445,-115.685333,4.51,2.83,Ml
11293928,2020-08-12 00:32:29.380,33.052833,-115.578667,6.06,1.39,Ml
11293931,2020-08-10 16:32:21.180,33.253167,-115.678,3.14,1.68,Ml
11293932,2020-08-10 16:41:42.420,33.261833,-115.6755,2.16,1.41,Ml
11293937,2020-08-10 18:47:56.970,33.243167,-115.6865,3.91,1.89,Ml
11293944,2020-08-10 18:47:48.690,33.240333,-115.682333,3.7,1.62,Ml
11293955,2020-08-12 00:38:42.230,33.051667,-115.592,6.87,2.06,Ml
11293969,2020-08-08 23:40:45.020,33.194,-115.612667,4.37,1.69,Ml
11293989,2020-08-12 19:31:30.460,33.260167,-115.6845,2.04,1.71,Ml
11294015,2020-08-10 19:59:21.530,33.260167,-115.656833,9.8,1.74,Ml
11294018,2020-08-12 21:05:45.150,33.240667,-115.684333,3.07,2.12,Ml
11294074,2020-08-12 22:32:13.100,33.148335,-115.631668,6.82,1.66,Ml
11294080,2020-08-10 16:21:35.390,33.2465,-115.677167,3.11,1.82,Ml
11294083,2020-08-10 12:50:48.340,33.131667,-115.651167,4.39,1.75,Ml
11294084,2020-08-10 18:28:32.570,33.271,-115.676833,3.7,1.6,Ml
11294085,2020-08-10 19:03:35.580,33.247833,-115.673667,2.45,1.87,Ml
11294090,2020-08-10 19:52:47.900,33.276,-115.658833,7.76,1.62,Ml
11294092,2020-08-10 20:05:23.090,33.250833,-115.684333,12.64,1.98,Ml
11294099,2020-08-10 20:21:56.360,33.26,-115.706,2.48,1.66,Ml
11294104,2020-08-10 20:55:21.540,33.277667,-115.693333,2.68,1.97,Ml
11294120,2020-08-13 00:39:26.180,33.261167,-115.686667,3.52,1.73,Ml
11294121,2020-08-13 00:40:32.410,33.2635,-115.682333,5.46,1.6,Ml
11294125,2020-08-13 00:51:49.520,33.261667,-115.679667,6.42,1.52,Ml
11294169,2020-08-13 03:28:32.280,33.2405,-115.6875,3.25,2.03,Ml
11294342,2020-08-10 13:08:57.680,33.248667,-115.690833,2.57,1.65,Ml
11294427,2020-08-10 16:08:35.340,33.254667,-115.681,2.15,2.03,Ml
11294502,2020-08-10 16:09:30.880,33.2485,-115.678167,2.57,1.9,Ml
11294504,2020-08-12 07:08:04.760,33.160333,-115.638833,8.04,1.42,Ml
11294510,2020-08-10 16:09:13.630,33.243833,-115.674,3.07,1.66,Ml
11294516,2020-08-11 03:10:33.900,33.273167,-115.665667,6.81,1.64,Ml
11294517,2020-08-11 08:12:45.590,33.134667,-115.636833,5.43,1.63,Ml
11294520,2020-08-10 17:13:45.170,33.268833,-115.688167,2.76,1.91,Ml
11294532,2020-08-10 17:13:55.950,33.264,-115.677,2.7,1.85,Ml
11294560,2020-08-11 16:25:06.410,33.136667,-115.639833,5.89,1.47,Ml
11294566,2020-08-13 19:29:19.980,33.263667,-115.6835,3.16,1.79,Ml
11294577,2020-08-10 16:25:14.230,33.252167,-115.679667,3.04,1.63,Ml
11294582,2020-08-10 16:26:21.810,33.246,-115.68,3.47,1.45,Ml
11294594,2020-08-10 16:19:13.160,33.240833,-115.679,5.29,1.41,Ml
11294599,2020-08-10 16:16:57.320,33.249833,-115.661833,7.79,1.93,Ml
11294603,2020-08-10 16:33:09.830,33.252333,-115.6715,3.69,1.67,Ml
11294604,2020-08-10 16:17:04.710,33.251833,-115.674,2.85,1.51,Ml
11294616,2020-08-10 21:44:42.890,33.253833,-115.675333,6.43,1.53,Ml
11294653,2020-08-10 16:57:42.190,33.260333,-115.664,2.98,1.6,Ml
11294677,2020-08-10 20:56:01.400,33.267667,-115.67,3.07,1.39,Ml
11294691,2020-08-10 20:54:55.120,33.262833,-115.685,4.52,1.4,Ml
11294697,2020-08-10 20:54:41.190,33.268,-115.678833,2.76,1.6,Ml
11294705,2020-08-10 20:53:55.720,33.248333,-115.6875,3.21,1.64,Ml
11294842,2020-08-14 09:05:09.510,33.269333,-115.993667,6.97,3.0,ML
11294846,2020-08-14 09:14:01.840,33.275667,-115.998167,1.95,2.31,Ml
11295375,2020-08-15 23:27:06.850,33.028333,-115.548667,3.93,1.44,Ml
11295481,2020-08-16 06:25:09.660,33.257,-115.688,2.56,1.55,Ml
11295825,2020-08-17 04:57:32.490,33.034833,-116.009667,10.79,1.41,Ml
11296148,2020-08-17 17:06:37.310,33.04,-116.001833,8.23,1.88,Ml
11296168,2020-08-17 17:06:37.180,33.039667,-116.0075,11.39,2.08,Ml
11296182,2020-08-17 18:14:58.920,33.271,-115.687333,4.04,1.57,Ml
11296183,2020-08-17 18:17:06.700,33.024667,-115.636167,8.3,1.47,Ml
11296289,2020-08-17 21:17:38.800,33.268,-115.686667,3.56,1.89,Ml
11296790,2020-08-18 12:31:20.890,33.273167,-115.996167,6.33,1.48,Ml
11296795,2020-08-18 12:56:38.940,33.268833,-115.685667,3.37,1.87,Ml
11296956,2020-08-18 18:48:22.650,33.270333,-115.674,5.46,1.43,Ml
11297218,2020-08-19 07:49:37.520,33.261333,-115.6905,3.49,1.73,Ml
11297430,2020-08-19 17:23:14.490,33.2105,-115.692333,3.97,2.1,Ml
11297887,2020-08-20 10:45:54.290,33.2255,-116.07,5.87,1.72,Ml
11297911,2020-08-20 11:41:58.030,33.228333,-116.070333,3.95,2.17,Ml
11297960,2020-08-20 14:20:10.960,33.246167,-115.962667,1.61,1.85,Ml
11298176,2020-08-20 22:02:23.870,33.253,-115.7955,5.1,2.05,Ml
11298856,2020-08-21 23:12:32.600,33.173833,-116.005333,5.16,1.41,Ml
11298962,2020-08-22 05:31:59.220,33.034833,-116.011833,7.51,2.1,Ml
11299054,2020-08-22 12:36:07.990,33.248167,-115.9655,5.76,1.49,Ml
11299129,2020-08-22 16:35:16.940,33.157833,-115.968333,9.07,1.69,Ml
11299244,2020-08-23 03:34:36.300,32.9615,-115.536833,10.48,1.84,Ml
11299378,2020-08-23 14:05:06.500,32.8955,-115.948667,7.86,1.4,Ml
11300327,2020-08-25 08:35:12.250,33.041833,-116.0095,11.06,1.64,Ml
11300988,2020-08-26 11:32:03.100,33.277667,-115.992,7.0,1.93,Ml
11301177,2020-08-26 19:23:46.370,33.166333,-115.9375,7.94,1.53,Ml
11301302,2020-08-26 19:08:56.480,33.184667,-115.598,3.41,1.45,Ml
11301655,2020-08-27 02:05:07.190,32.8935,-115.564167,3.29,1.54,Ml
11302305,2020-08-28 18:28:48.120,33.015833,-116.008,11.1,2.06,Ml
11302740,2020-08-30 03:49:30.260,33.288833,-115.683167,2.5,1.63,Ml
11302741,2020-08-30 03:51:58.890,33.287167,-115.6825,3.2,1.46,Ml
11302905,2020-08-30 19:14:51.370,33.162667,-115.636167,4.83,2.5,ML
11302907,2020-08-30 19:15:52.120,33.168667,-115.636,4.01,1.89,Ml
11302909,2020-08-30 19:18:02.770,33.1605,-115.636,4.91,2.09,Ml
11302929,2020-08-30 20:41:39.940,33.273833,-115.9895,6.59,1.57,Ml
11303432,2020-08-30 03:51:44.960,33.245333,-115.671667,4.74,1.45,Ml
11303706,2020-09-01 04:53:24.060,33.030167,-116.017,3.78,1.76,Ml
11303743,2020-09-01 07:39:38.780,33.166333,-115.631333,3.47,1.61,Ml
11304034,2020-08-30 19:15:56.810,33.223,-115.597,5.79,2.1,Ml
11304035,2020-08-30 19:16:02.900,33.267167,-115.601167,4.32,1.89,Ml
11304342,2020-09-02 13:00:39.480,33.013167,-116.0225,7.36,1.72,Ml
11304434,2020-09-02 20:19:46.550,33.179167,-115.609,2.97,1.62,Ml
11304437,2020-09-02 20:09:59.690,33.177333,-115.606833,2.6,1.97,Ml
11304441,2020-09-02 19:42:18.460,33.186,-115.603667,3.06,1.41,Ml
11304620,2020-09-03 00:33:57.720,33.173667,-115.606833,3.05,1.49,Ml
11304996,2020-08-10 17:49:09.960,33.2915,-115.635333,17.05,1.93,Ml
11305003,2020-08-10 17:49:33.720,33.266333,-115.683667,7.48,1.46,Ml
11305216,2020-09-02 19:43:14.390,33.185833,-115.598167,2.82,1.81,Ml
11305492,2020-08-10 18:35:26.930,33.242833,-115.664833,8.25,1.56,Ml
11305510,2020-08-10 17:49:59.770,33.2485,-115.7045,0.07,1.47,Ml
11305770,2020-09-04 21:23:20.970,33.254667,-115.6835,3.03,1.46,Ml
11306855,2020-09-08 07:12:52.800,33.181,-115.603,3.1,1.54,Ml
11308252,2020-09-10 22:42:53.170,33.226667,-116.061833,1.59,2.19,Ml
11308505,2020-09-11 08:28:16.920,33.263667,-116.119,10.96,1.49,Ml
11309978,2020-09-14 10:59:29.600,33.222833,-116.070667,3.7,1.51,Ml
11310587,2020-09-15 11:07:26.930,33.275333,-115.990167,3.31,1.54,Ml
11312256,2020-09-18 14:18:59.500,32.9575,-115.52,10.01,1.59,Ml
11312279,2020-09-18 15:14:24.650,33.0725,-115.8445,8.21,1.57,Ml
11312950,2020-09-19 19:44:18.290,33.206167,-115.991667,7.54,1.41,Ml
11313762,2020-09-21 21:54:38.730,33.000833,-115.818167,7.47,1.4,Ml
11314784,2020-09-23 23:56:37.490,33.227833,-116.040333,8.38,1.45,Ml
11315511,2020-09-25 08:29:37.500,33.020833,-116.010667,9.33,2.1,Ml
11316557,2020-09-28 06:21:23.440,33.1655,-115.6515,3.32,1.46,Ml
11316572,2020-09-28 08:07:20.140,33.167167,-115.653833,3.01,1.76,Ml
11316577,2020-09-28 08:21:25.390,33.169667,-115.656833,3.34,1.4,Ml
11316586,2020-09-28 09:05:13.790,33.164667,-115.6535,3.47,1.41,Ml
11317118,2020-09-29 15:25:35.110,33.116,-116.057167,10.07,2.24,Ml
11317130,2020-09-29 15:45:24.640,33.141833,-115.9555,9.29,1.39,Ml
11317553,2020-09-30 13:01:59.220,33.035667,-115.587333,4.6,1.62,Ml
11317706,2020-09-30 10:07:49.470,33.052333,-115.5895,4.42,1.44,Ml
11317754,2020-09-30 21:57:12.850,33.032667,-115.585667,3.43,1.65,Ml
11317756,2020-09-30 22:00:14.170,33.037667,-115.580667,3.73,2.1,Ml
11317765,2020-09-30 22:17:37.350,33.041,-115.584,3.17,1.87,Ml
11317776,2020-09-30 23:00:28.430,33.044,-115.5885,5.12,3.0,Ml
11317779,2020-09-30 23:04:24.940,33.043833,-115.587167,3.17,1.88,Ml
11317782,2020-09-30 23:05:39.930,33.037667,-115.586167,3.3,2.7,ML
11317783,2020-09-30 23:05:32.530,33.037666,-115.590836,1.54,1.43,Ml
11317784,2020-09-30 23:06:02.610,33.045333,-115.59,3.43,3.7,Mwr
11317786,2020-09-30 23:08:25.660,33.044333,-115.5895,3.12,3.12,Ml
11317787,2020-09-30 23:09:25.430,33.013833,-115.554333,1.05,2.1,Ml
11317788,2020-09-30 23:12:32.800,33.041167,-115.589667,1.71,1.71,Ml
11317789,2020-09-30 23:12:46.590,33.052,-115.591333,5.57,2.86,Ml
11317790,2020-09-30 23:15:30.950,33.047667,-115.596667,2.84,3.53,Mw
11317791,2020-09-30 23:15:24.530,33.048333,-115.587833,3.36,2.84,Ml
11317792,2020-09-30 23:19:08.140,33.035833,-115.574,3.12,2.08,Ml
11317793,2020-09-30 23:19:48.390,33.047833,-115.591167,5.37,3.02,Ml
11317794,2020-09-30 23:20:16.370,33.047,-115.587667,3.1,2.51,Ml
11317795,2020-09-30 23:21:09.080,33.042167,-115.594833,2.82,2.65,Ml
11317797,2020-09-30 23:24:19.570,33.042667,-115.584333,3.22,2.36,Ml
11317798,2020-09-30 23:24:41.620,33.042333,-115.585,3.2,2.39,Ml
11317802,2020-09-30 23:27:23.760,33.045833,-115.585333,3.54,1.62,Ml
11317806,2020-09-30 23:29:00.390,33.051,-115.587,2.98,2.14,Ml
11317807,2020-09-30 23:31:51.790,33.053,-115.5955,4.78,4.2,Mwr
11317808,2020-09-30 23:30:43.720,33.039,-115.5915,3.18,3.0,ML
11317809,2020-09-30 23:31:11.260,33.043333,-115.587167,3.23,2.88,Ml
11317810,2020-09-30 23:33:34.050,33.0485,-115.597167,3.1,3.37,Ml
11317811,2020-09-30 23:34:08.200,33.044333,-115.586667,3.84,2.88,Ml
11317812,2020-09-30 23:34:26.010,33.053833,-115.593,2.76,3.0,ML
11317813,2020-09-30 23:35:19.330,33.041,-115.582667,3.25,2.58,Ml
11317815,2020-09-30 23:37:28.070,33.046667,-115.602167,5.37,1.69,Ml
11317816,2020-09-30 23:38:06.380,33.042,-115.5855,5.27,3.22,Ml
11317817,2020-09-30 23:39:07.980,33.046001,-115.571167,5.51,2.51,Ml
11317818,2020-09-30 23:39:39.910,33.0395,-115.570333,5.45,2.8,ML
11317819,2020-09-30 23:39:29.740,33.056167,-115.583833,2.95,2.39,Ml
11317820,2020-09-30 23:40:30.930,33.049333,-115.579,3.46,2.46,Ml
11317822,2020-09-30 23:42:32.190,33.036,-115.589333,2.34,2.29,Ml
11317823,2020-09-30 23:43:20.040,33.034833,-115.5855,3.01,2.27,Ml
11317825,2020-09-30 23:45:03.310,33.045833,-115.593333,3.3,3.0,ML
11317826,2020-09-30 23:43:28.210,33.053333,-115.584667,3.31,2.19,Ml
11317827,2020-09-30 23:46:50.700,33.047,-115.582667,3.12,2.51,Ml
11317829,2020-09-30 23:49:00.740,33.045,-115.588333,3.71,1.76,Ml
11317830,2020-09-30 23:49:31.390,33.040167,-115.582667,3.47,1.88,Ml
11317831,2020-09-30 23:14:21.800,33.017167,-115.542667,3.52,2.92,Ml
11317832,2020-09-30 23:50:25.260,33.0555,-115.592667,5.31,2.12,Ml
11317833,2020-09-30 23:51:06.450,33.040667,-115.582667,4.63,1.71,Ml
11317835,2020-09-30 23:52:03.730,33.040333,-115.580333,1.94,1.44,Ml
11317836,2020-09-30 23:53:26.660,33.044167,-115.594667,4.48,1.55,Ml
11317837,2020-09-30 23:53:37.900,33.0455,-115.581667,2.96,1.78,Ml
11317838,2020-09-30 23:53:50.860,33.0565,-115.589667,3.34,2.4,Ml
11317839,2020-09-30 23:56:04.450,33.0495,-115.587667,3.14,1.57,Ml
11317840,2020-09-30 23:55:56.770,33.051833,-115.596833,5.06,1.48,Ml
11317841,2020-09-30 23:58:02.300,33.049333,-115.584667,9.57,4.0512,Mw
11317843,2020-09-30 23:57:07.490,33.0495,-115.5895,5.25,2.8,ML
11317844,2020-09-30 23:59:54.040,33.047833,-115.5735,2.69,2.25,Ml
11317845,2020-10-01 00:02:21.070,33.091667,-115.584667,2.51,2.43,Ml
11317846,2020-10-01 00:03:02.640,33.029333,-115.591667,4.73,2.33,Ml
11317847,2020-10-01 00:03:32.350,33.044833,-115.5815,3.69,2.15,Ml
11317848,2020-10-01 00:03:50.910,33.046333,-115.586167,2.44,2.03,Ml
11317852,2020-10-01 00:05:46.920,33.0385,-115.587167,3.96,1.71,Ml
11317854,2020-10-01 00:06:50.170,33.035833,-115.588333,3.47,2.4,ML
11317855,2020-10-01 00:08:21.780,33.037333,-115.583167,3.04,2.02,Ml
11317856,2020-10-01 00:08:48.240,33.039667,-115.592167,3.51,2.18,Ml
11317858,2020-10-01 00:09:18.790,33.033667,-115.581333,3.69,1.75,Ml
11317861,2020-10-01 00:10:26.330,33.046333,-115.585333,3.02,1.84,Ml
11317862,2020-10-01 00:13:02.860,33.050167,-115.588333,3.27,2.31,Ml
11317864,2020-10-01 00:13:44.100,33.0555,-115.588667,1.91,2.16,Ml
11317866,2020-10-01 00:14:22.590,33.056167,-115.594333,2.88,1.55,Ml
11317868,2020-10-01 00:14:34.210,33.059333,-115.589833,2.31,1.88,Ml
11317869,2020-10-01 00:15:55.630,33.033165,-115.583832,3.9,1.47,Ml
11317870,2020-10-01 00:15:58.840,33.057,-115.5865,5.6,2.09,Ml
11317873,2020-10-01 00:18:44.250,33.0505,-115.5825,4.25,1.72,Ml
11317875,2020-10-01 00:22:00.340,33.038333,-115.585,4.2,2.26,Ml
11317877,2020-10-01 00:23:29.340,33.033833,-115.581667,3.02,1.46,Ml
11317879,2020-10-01 00:25:09.740,33.0485,-115.584667,2.78,1.4,Ml
11317880,2020-10-01 00:27:42.930,33.047667,-115.591833,2.83,1.69,Ml
11317881,2020-10-01 00:28:11.240,33.0435,-115.588833,5.61,2.6,ML
11317882,2020-10-01 00:14:56.400,33.049667,-115.609667,2.06,2.27,Ml
11317883,2020-10-01 00:31:27.340,33.056,-115.589833,11.54,4.93,Mw
11317885,2020-10-01 00:33:48.650,33.046833,-115.59,5.93,3.8,ML
11317886,2020-10-01 00:35:43.950,33.044667,-115.582667,4.67,2.7,ML
11317887,2020-10-01 00:36:15.970,33.031333,-115.577833,3.88,2.8,ML
11317888,2020-10-01 00:36:51.710,33.048333,-115.581167,5.98,2.7,ML
11317889,2020-10-01 00:36:30.510,33.032833,-115.586833,3.77,3.46,Ml
11317890,2020-10-01 00:38:43.880,33.038,-115.606333,2.26,3.33,Ml
11317892,2020-10-01 00:41:18.390,33.071333,-115.598333,11.22,4.0034,Mw
11317893,2020-10-01 00:39:01.240,33.0555,-115.605167,2.86,2.7,ML
11317895,2020-10-01 00:40:04.970,33.051167,-115.588,5.1,2.5,ML
11317896,2020-10-01 00:38:37.000,33.058333,-115.589167,3.15,3.0,ML
11317897,2020-10-01 00:43:11.470,33.051667,-115.581,6.21,2.6,ML
11317898,2020-10-01 00:43:40.350,33.059,-115.593167,6.03,2.9,ML
11317899,2020-10-01 00:44:21.270,33.056,-115.569,7.17,2.44,Ml
11317901,2020-10-01 00:46:05.710,33.050667,-115.587833,7.75,2.88,Ml
11317902,2020-10-01 00:47:18.930,33.047833,-115.5895,5.06,3.35,Ml
11317903,2020-10-01 00:48:06.170,33.047833,-115.574333,9.87,2.9,ML
11317904,2020-10-01 00:47:57.620,33.039667,-115.592667,3.99,2.6,ML
11317905,2020-10-01 00:48:31.220,33.064333,-115.6,5.56,2.7,ML
11317906,2020-10-01 00:49:54.860,33.0335,-115.579833,5.49,2.8,ML
11317907,2020-10-01 00:50:21.420,33.055667,-115.589167,4.9,3.1,ML
11317908,2020-10-01 00:50:55.360,33.043333,-115.586667,8.22,3.4,Ml
11317909,2020-10-01 00:50:49.140,33.035332,-115.575996,2.89,2.8,ML
11317910,2020-10-01 00:51:20.910,33.0595,-115.584167,6.95,2.6,ML
11317911,2020-10-01 00:52:59.350,33.045667,-115.567333,2.65,1.61,Ml
11317912,2020-10-01 00:53:13.080,33.052833,-115.584667,10.08,2.95,Ml
11317913,2020-10-01 00:56:09.150,33.056,-115.585,8.92,2.3,Ml
11317914,2020-10-01 00:54:53.780,33.059,-115.592667,3.9,1.93,Ml
11317915,2020-10-01 00:58:13.850,33.065,-115.593333,11.05,4.09,Mw
11317916,2020-10-01 00:57:18.370,33.067,-115.6085,0.91,2.3,ML
11317919,2020-10-01 01:00:14.500,33.0495,-115.589667,8.54,3.12,Ml
11317920,2020-10-01 01:02:36.630,33.032833,-115.567333,3.41,1.87,Ml
11317921,2020-10-01 01:03:20.020,33.060333,-115.574833,7.15,2.04,Ml
11317924,2020-10-01 01:04:40.340,33.053,-115.584333,7.85,2.19,Ml
11317925,2020-10-01 01:05:05.530,33.058334,-115.599335,6.59,3.35,Ml
11317926,2020-10-01 01:06:23.010,33.056,-115.599167,9.63,3.3,Ml
11317927,2020-10-01 01:07:34.420,33.046333,-115.578667,9.16,2.59,Ml
11317929,2020-10-01 01:07:53.880,33.041667,-115.591,6.2,2.2,ML
11317930,2020-10-01 01:10:25.770,33.043667,-115.59,11.12,4.0,Mwr
11317931,2020-10-01 01:11:30.310,33.048833,-115.584167,7.18,2.8,ML
11317934,2020-10-01 01:13:07.440,33.038,-115.566333,3.16,2.35,Ml
11317935,2020-10-01 01:13:23.180,33.0545,-115.567667,10.88,2.79,Ml
11317936,2020-10-01 01:14:11.260,33.061833,-115.5845,9.57,2.69,Ml
11317937,2020-10-01 01:15:37.450,33.052167,-115.593667,2.32,2.03,Ml
11317938,2020-10-01 01:15:53.680,33.068833,-115.602833,7.67,3.15,Ml
11317939,2020-10-01 01:17:04.830,33.033833,-115.587,4.58,2.35,Ml
11317940,2020-10-01 01:17:36.630,33.063333,-115.5865,11.42,3.46,Mw
11317942,2020-10-01 01:20:12.400,33.058167,-115.583667,9.14,2.39,Ml
11317943,2020-10-01 01:20:50.230,33.061833,-115.588167,4.25,2.8,ML
11317944,2020-10-01 01:21:09.920,33.059333,-115.596833,7.36,2.81,Ml
11317945,2020-10-01 01:22:37.400,33.063667,-115.592,8.19,2.7,ML
11317946,2020-10-01 01:22:29.610,33.070333,-115.5935,8.29,1.81,Ml
11317947,2020-10-01 01:23:26.830,33.0559,-115.5898,10.0,2.4,ML
11317948,2020-10-01 01:25:21.030,33.064,-115.591667,5.73,2.57,Ml
11317949,2020-10-01 01:26:56.480,33.061333,-115.586333,11.29,2.9,ML
11317950,2020-10-01 01:28:33.990,33.064333,-115.589667,10.08,2.28,Ml
11317951,2020-10-01 01:28:55.330,33.067167,-115.5865,9.22,1.79,Ml
11317952,2020-10-01 01:11:05.600,33.042833,-115.581333,7.45,3.64,Ml
11317955,2020-10-01 01:30:01.750,33.041833,-115.596167,2.09,2.8,ML
11317956,2020-10-01 01:31:32.040,33.057167,-115.614333,2.14,1.84,Ml
11317958,2020-10-01 01:32:03.540,33.067333,-115.588333,7.49,2.44,Ml
11317959,2020-10-01 01:33:01.220,33.045667,-115.5565,9.97,2.12,Ml
11317960,2020-10-01 01:23:58.610,33.054,-115.5905,3.46,2.37,Ml
11317961,2020-10-01 01:34:10.950,33.053,-115.586667,3.38,2.06,Ml
11317962,2020-10-01 01:33:41.360,33.0245,-115.587,3.47,2.21,Ml
11317963,2020-10-01 01:35:35.440,33.057333,-115.585667,7.27,2.46,Ml
11317964,2020-10-01 01:35:33.250,32.926833,-115.546,13.57,1.64,Ml
11317965,2020-10-01 01:35:21.120,33.039833,-115.585833,3.78,1.73,Ml
11317967,2020-10-01 01:38:14.100,33.054,-115.583,9.02,2.01,Ml
11317969,2020-10-01 01:39:46.020,33.052167,-115.591833,5.45,1.84,Ml
11317970,2020-10-01 01:40:29.710,33.065667,-115.5935,3.83,1.73,Ml
11317971,2020-10-01 01:38:59.080,33.056667,-115.593167,6.59,1.65,Ml
11317972,2020-10-01 01:41:42.030,33.071833,-115.595,2.13,1.56,Ml
